"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2839",148,"this is so sick!!!!   Two SWAT members suspended after responding to Florida shooting 'without notification', offic… https://t.co/9XtBrntveX",FALSE,0,NA,"2018-03-09 00:43:24",TRUE,NA,971909283246891008,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pcallie1",0,FALSE,FALSE,NA,NA
"2840",149,"GOP lawmaker bashes shooting survivors on floor of Florida House https://t.co/iVK2TYjkr7",FALSE,1,NA,"2018-03-09 00:43:06",FALSE,NA,971909206235213824,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JayandSteve",1,FALSE,FALSE,NA,NA
"2841",150,"Melania Trump Just Gave Florida Shooting Survivor a Gift of a Lifetime https://t.co/pVpL761FTa",FALSE,1,NA,"2018-03-09 00:42:58",FALSE,NA,971909172471066624,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","TheNewResist",1,FALSE,FALSE,NA,NA
"2842",151,"Melania Trump Just Gave Florida Shooting Survivor a Gift of a Lifetime https://t.co/EZB1t0nqkL",FALSE,0,NA,"2018-03-09 00:42:58",FALSE,NA,971909171137228800,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","RightStuff4U",0,FALSE,FALSE,NA,NA
"2843",152,"This is F’d up. #Troopers #samuraigang Two Miramar SWAT officers suspended for heading to Parkland massacre https://t.co/329Ypt2Jla",FALSE,1,NA,"2018-03-09 00:42:50",FALSE,NA,971909139785019392,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","digitizeme",0,FALSE,FALSE,NA,NA
"2844",153,"Judge will review video from outside school shooting scene before ruling if public can see it… https://t.co/XABhPzzFNb",FALSE,0,NA,"2018-03-09 00:42:45",TRUE,NA,971909117332762624,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","orlandosentinel",0,FALSE,FALSE,NA,NA
"2845",154,"The cops that tried to respond at Parkland are suspended.  The #BrowardCowards are still drawing full pay. https://t.co/WzNAwK7lUu",FALSE,0,NA,"2018-03-09 00:42:45",FALSE,NA,971909116217184256,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KYWrangler",0,FALSE,FALSE,NA,NA
"2846",155,"Two SWAT members suspended after responding to Florida shooting 'without notification', officials say via the… https://t.co/M6fT1BD7a7",FALSE,0,NA,"2018-03-09 00:42:17",TRUE,NA,971908998734610432,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mmercedesman",0,FALSE,FALSE,NA,NA
"2847",156,"Wow, the news out of Florida gets better and better https://t.co/ojKQd3q51f",FALSE,0,NA,"2018-03-09 00:42:07",FALSE,NA,971908956380651520,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","surveyortoo",0,FALSE,FALSE,NA,NA
"2848",157,"Just saw a news story headlined “ Alabama student 17, shot dead by class mate showing off hand gun”
How did he get… https://t.co/f8OAasCuEd",FALSE,0,NA,"2018-03-09 00:42:06",TRUE,NA,971908954212257792,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LiaMaiAppleyard",0,FALSE,FALSE,NA,NA
"2849",158,"Trump look in the mirror u will see inaction. U have an A+ ranking by #NRAterrorists that means ur top NRA puppet &amp;… https://t.co/NJ5ciEtvWn",FALSE,0,NA,"2018-03-09 00:41:58",TRUE,NA,971908921156812800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MBoderek",0,FALSE,FALSE,NA,NA
"2850",159,"Florida SWAT Team Members Suspended For Rushing To Parkland High School Shooting Without Permission
https://t.co/36r1ObG1q0",FALSE,0,NA,"2018-03-09 00:41:51",FALSE,NA,971908892199354368,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SusqueBarstool",0,FALSE,FALSE,NA,NA
"2851",160,"‘Someone’s Shooting Up the School’: Florida 911 Calls Reveal Moments of Panic https://t.co/IobMc7om7R",FALSE,0,NA,"2018-03-09 00:41:35",FALSE,NA,971908825069449216,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KarenChestney",0,FALSE,FALSE,NA,NA
"2852",161,"#REDFLAG 2 SWAT team members from a Florida police dept. responded to the Parkland high school shooting to save chi… https://t.co/1msXR1gSXh",FALSE,3,NA,"2018-03-09 00:41:19",TRUE,NA,971908758119985152,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LastWave2014",2,FALSE,FALSE,NA,NA
"2853",162,"Thank you Trump!

Democrats blame guns when the real culprit is Silicon Valley and Hollywood that produces these vi… https://t.co/sNCIpcxX83",FALSE,8,NA,"2018-03-09 00:41:17",TRUE,NA,971908746912944128,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Portosj81",5,FALSE,FALSE,NA,NA
"2854",163,"Two SWAT members suspended after responding to Florida shooting 'without notification', officials say  https://t.co/pHIbwNPjnT #tcot",FALSE,0,NA,"2018-03-09 00:41:15",FALSE,NA,971908742223683584,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swterry91",0,FALSE,FALSE,NA,NA
"2855",164,"Miami Heat to honor memory of Parkland basketball fan Alex Schachter - Sun Sentinel https://t.co/QPmr4wJCwf… https://t.co/0gVYWzsgxw",FALSE,0,NA,"2018-03-09 00:41:10",TRUE,NA,971908717259104256,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","MiamiHeatNews5",0,FALSE,FALSE,NA,NA
"2856",165,"New story on NPR: A Backgrounder on Background Checks https://t.co/3hoCGsN94w The shooting in South Florida has ign… https://t.co/iyPtXucPh8",FALSE,0,NA,"2018-03-09 00:41:06",TRUE,NA,971908701962588160,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","SwayzeJp",0,FALSE,FALSE,NA,NA
"2857",166,"Hear the Stoneman Douglas 911 calls: ‘Someone’s shooting up the school’ https://t.co/svxN6I9GWb… https://t.co/wHgRZVn7CI",FALSE,0,NA,"2018-03-09 00:40:39",TRUE,NA,971908587957125120,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","talanez",1,FALSE,FALSE,NA,NA
"2858",167,"Two SWAT members suspended after responding to Florida shooting 'without notification', officials say - Fox News https://t.co/JdVTnXXShI",FALSE,0,NA,"2018-03-09 00:40:19",FALSE,NA,971908505962762240,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TOTPINYC",0,FALSE,FALSE,NA,NA
"2859",168,"A Florida grand jury formally indicted Nikolas Cruz on 17 counts of premeditated murder in the first degree and... https://t.co/Xh2KIKUa74",FALSE,0,NA,"2018-03-09 00:40:04",FALSE,NA,971908442406318080,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","JustClickSG",0,FALSE,FALSE,NA,NA
"2860",169,"@thehill Great honor for the Florida school shooting survivor!",FALSE,0,"thehill","2018-03-09 00:40:01",FALSE,971907691743531008,971908430695890944,1917731,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","trassens",0,FALSE,FALSE,NA,NA
"2861",170,"""Facebook and Google Struggle to Squelch ‘Crisis Actor’ Posts"" by JACK NICAS and SHEERA FRENKEL via NYT… https://t.co/fYhnrDx2Cl",FALSE,0,NA,"2018-03-09 00:38:19",TRUE,NA,971908001786421248,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","mohit_nath",0,FALSE,FALSE,NA,NA
"2862",171,"Florida school shooting suspect withdraws plea https://t.co/cUogiRztaq",FALSE,0,NA,"2018-03-09 00:38:07",FALSE,NA,971907951614099456,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","DaZoneRadio",0,FALSE,FALSE,NA,NA
"2863",172,"Melania meets with Florida school shooting survivor at White House https://t.co/2RyL9hVmYt",FALSE,0,NA,"2018-03-09 00:37:54",FALSE,NA,971907898967171072,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","LCLiberal",0,FALSE,FALSE,NA,NA
"2864",173,"Failures by the FBI in preventing the mass shooting in a Florida high school last month were revealed to lawmakers… https://t.co/9JROBdO5ii",FALSE,1,NA,"2018-03-09 00:37:50",TRUE,NA,971907880831000576,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NevadaJack2",2,FALSE,FALSE,NA,NA
"2865",174,"'SOMEONE IS SHOOTING UP THE SCHOOL': 911 calls show chaos during Florida school massacre
https://t.co/YbVlIwoni3 https://t.co/eynOYTa4cI",FALSE,0,NA,"2018-03-09 00:37:13",FALSE,NA,971907727021789184,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Canoe",0,FALSE,FALSE,NA,NA
"2866",175,"Today every teacher had to let us know that we are not allowed to walk out on March 14th to protest for 17 mins for… https://t.co/oj36aOxsig",FALSE,0,"aracelyydom","2018-03-09 00:37:12",TRUE,971907719568547840,971907721493667840,916754194316619776,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aracelyydom",0,FALSE,FALSE,NA,NA
"2867",176,"Melania meets with Florida school shooting survivor at White House https://t.co/2raMvqF8J8 https://t.co/R1yGj4HgjF",FALSE,115,NA,"2018-03-09 00:37:05",FALSE,NA,971907691743531008,NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","thehill",40,FALSE,FALSE,NA,NA
"2868",177,"Two SWAT members suspended after responding to Florida shooting 'without notification', officials say",FALSE,0,NA,"2018-03-09 00:36:49",FALSE,NA,971907626417180672,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","mrfffffFollow",0,FALSE,FALSE,NA,NA
"2869",178,"Florida Shooting Survivor's Family Goes To FBI Over Online Threats https://t.co/YbAw2QhJab via @TMZ",FALSE,0,NA,"2018-03-09 00:36:31",FALSE,NA,971907548499644416,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","honeyfox4",0,FALSE,FALSE,NA,NA
"2870",179,"On Wednesday March 14th 2018 I am walking out of school at 10AM for 17 minutes and coming back in (if they let me i… https://t.co/eCWOHAU8mc",FALSE,1,NA,"2018-03-09 00:36:09",TRUE,NA,971907458343030784,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bayyyaaaan",0,FALSE,FALSE,NA,NA
"2871",180,"Miami Heat to honor memory of Parkland basketball fan Alex Schachter http://www.sun-
 https://t.co/Rtn7kv0Yw4… https://t.co/1oFhWqoEj6",FALSE,0,NA,"2018-03-09 00:35:46",TRUE,NA,971907362071117824,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaymich1128",0,FALSE,FALSE,NA,NA
"2872",181,"It's getting really stinky here!

Two Miramar SWAT officers suspended for heading to Parkland massacre. https://t.co/vtzN33PsMK",FALSE,0,NA,"2018-03-09 00:35:45",FALSE,NA,971907354999640064,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BBobbio71",0,FALSE,FALSE,NA,NA
"2873",182,"@ljhatgisdotnet @morganw_44 This article mentions two different funds. One for medical expenses and one to help the… https://t.co/UCBmPtKC8i",FALSE,0,"ljhatgisdotnet","2018-03-09 00:35:44",TRUE,971896774402048000,971907353489571840,22276336,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Speaking_Plain",0,FALSE,FALSE,NA,NA
"2874",183,"Florida school shooting suspect withdraws not guilty plea https://t.co/tGmqIrkRUU https://t.co/rhDTqFlMbL",FALSE,2,NA,"2018-03-09 00:35:06",FALSE,NA,971907193737043968,NA,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","FCN2go",0,FALSE,FALSE,NA,NA
"2875",184,"Report: SWAT officers from nearby town suspended for Florida school shooting response https://t.co/pPnR7ZREHk",FALSE,0,NA,"2018-03-09 00:35:05",FALSE,NA,971907188925935616,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","KDNLABC30",0,FALSE,FALSE,NA,NA
"2876",185,"911 calls reveal frantic first few minutes of the Florida school shooting https://t.co/TuBMy3IgJl",FALSE,0,NA,"2018-03-09 00:35:00",FALSE,NA,971907167073615872,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","invent_therapy",0,FALSE,FALSE,NA,NA
"2877",186,"Senators urge more student support funding after Florida shooting. Details from Pro Education's @caitlinzemma: https://t.co/P5MPrzcdl6",FALSE,0,NA,"2018-03-09 00:35:00",FALSE,NA,971907166687789056,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","POLITICOPro",0,FALSE,FALSE,NA,NA
"2878",187,"#Senate Sen. Hatch meets with student who survived Florida school shooting https://t.co/t52lLQ8MyF @OrrinHatch",FALSE,0,NA,"2018-03-09 00:34:58",FALSE,NA,971907160371208192,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","QuorumCall",0,FALSE,FALSE,NA,NA
"2879",188,"911 Calls reveal frantic first few minutes of the Florida school shooting https://t.co/4kdO9bECJJ",FALSE,0,NA,"2018-03-09 00:34:50",FALSE,NA,971907127273865216,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","KITV4",0,FALSE,FALSE,NA,NA
"2880",189,"Two SWAT members suspended after responding to Florida shooting 'without notification', officials say https://t.co/rG9RJg7TKH #FoxNews",FALSE,0,NA,"2018-03-09 00:34:49",FALSE,NA,971907120080842752,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","atozharris",0,FALSE,FALSE,NA,NA
"2881",190,"@LauraTiaga1 @Linda09060239 @EdKrassen @IRdotnet @realDonaldTrump What does the NRA have to do with tariffs?! Or th… https://t.co/1p1F0HibJk",FALSE,0,"LauraTiaga1","2018-03-09 00:34:46",TRUE,971884946959745024,971907109112594432,4261169606,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Only1Pauline",0,FALSE,FALSE,NA,NA
"2882",191,"Two Florida SWAT Officers Suspended for Responding to School Shooting Without Permission via @freebeacon https://t.co/mv6XYHJsj0",FALSE,0,NA,"2018-03-09 00:34:40",FALSE,NA,971907082407485440,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mharry860",0,FALSE,FALSE,NA,NA
"2883",192,"Two Miramar SWAT officers suspended for heading to Parkland massacre https://t.co/qTO8mU575p",FALSE,0,NA,"2018-03-09 00:34:35",FALSE,NA,971907061272530944,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gunservatively",0,FALSE,FALSE,NA,NA
"2884",193,"@LevineJonathan Shame on you, Elizabeth Porter. How dare you trivialize the Florida shooting survivors' efforts. Yo… https://t.co/k5hibpEalo",FALSE,0,"LevineJonathan","2018-03-09 00:34:26",TRUE,971446027214622720,971907024471633920,548078410,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MattHartUSA",0,FALSE,FALSE,NA,NA
"2885",194,"SWAT officers suspended from heavily-armed tactical team over response to Florida school shooting… https://t.co/TJZNwNsQtN",FALSE,0,NA,"2018-03-09 00:34:19",TRUE,NA,971906995354681344,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","_dpaj",0,FALSE,FALSE,NA,NA
"2886",195,"SWAT officers suspended from heavily-armed tactical team over response to Florida school shooting… https://t.co/gGtnBxPSOG",FALSE,0,NA,"2018-03-09 00:34:10",TRUE,NA,971906957677182976,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","_NoMoreExcuses",0,FALSE,FALSE,NA,NA
"2887",196,"Hear the Stoneman Douglas 911 calls: ‘Someone’s shooting up the school’ - “Please help me,” a terrified student tex… https://t.co/dtwgv4gCJT",FALSE,0,NA,"2018-03-09 00:34:02",TRUE,NA,971906922298400768,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","allweston",0,FALSE,FALSE,NA,NA
"2888",197,"Stoneman Douglas students want adults to promise not to support pro-gun politicians - Adam Buchwald’s school in Con… https://t.co/XGRlnqsSiR",FALSE,0,NA,"2018-03-09 00:34:02",TRUE,NA,971906922256453632,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","allweston",0,FALSE,FALSE,NA,NA
"2889",198,"These comments are just disturbing! WTF is wrong with people?!? https://t.co/fqpdhpKOBt",FALSE,7,NA,"2018-03-09 00:33:44",FALSE,NA,971906848893947904,NA,"<a href=""http://fanbread.com/"" rel=""nofollow"">FanBread App</a>","JENNIWOWW",3,FALSE,FALSE,NA,NA
"2890",199,"@foxnews why do you need to release phone calls from Florida shooting? you need to release the phone calls of Sheri… https://t.co/w4TTSmeCGn",FALSE,0,"FoxNews","2018-03-09 00:33:36",TRUE,NA,971906815024869376,1367531,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lakecrazy",0,FALSE,FALSE,NA,NA
"2891",200,"Nikolas Cruz handcuffed over xBox fight with mom; reports reveal years of turmoil - At the age of 14, Nikolas Cruz… https://t.co/eARg3Ylc37",FALSE,0,NA,"2018-03-09 00:32:42",TRUE,NA,971906589417406464,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","LaPlayaTitle",0,FALSE,FALSE,NA,NA
"2892",201,"After Florida shooting, 638 copycat threats target schools https://t.co/6TdDu1xFCR via @worldnetdaily",FALSE,0,NA,"2018-03-09 00:32:42",FALSE,NA,971906587702059008,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LDknepper",0,FALSE,FALSE,NA,NA
"2893",202,"Trump sets up a showdown over video games at the White House - CNET - The president hosted representatives from the… https://t.co/rKs2nNYKBg",FALSE,0,NA,"2018-03-09 00:32:34",TRUE,NA,971906556290879488,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Fancy_Globe",0,FALSE,FALSE,NA,NA
"2894",203,"SWAT Members Suspended for Responding to Florida Massacre - Two Miramar SWAT officers did not have permission to re… https://t.co/GtinCJlMDb",FALSE,0,NA,"2018-03-09 00:32:22",TRUE,NA,971906503186767872,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","dubvNOW",0,FALSE,FALSE,NA,NA
"2895",204,"Two #SWAT members suspended after responding to #Florida shooting 'without notification', officials say https://t.co/TY8wL1yv5y #FoxNews",FALSE,0,NA,"2018-03-09 00:32:14",FALSE,NA,971906469322002432,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ImWatchingToo",0,FALSE,FALSE,NA,NA
"2896",205,"911 calls reveal frantic first few minutes of the Florida school shooting: The Broward Sheriff's Office released a… https://t.co/6GdKp1pEDb",FALSE,0,NA,"2018-03-09 00:32:06",TRUE,NA,971906437805780992,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","matt_white79",0,FALSE,FALSE,NA,NA
"2897",206,"Miami Heat to honor memory of Parkland basketball fan Alex Schachter https://t.co/seVvDBqcw1",FALSE,0,NA,"2018-03-09 00:32:05",FALSE,NA,971906431698927616,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","OnFire136",0,FALSE,FALSE,NA,NA
"2898",207,"Two Miramar SWAT officers suspended for heading to Parkland massacre https://t.co/OS52ZHTmBX",FALSE,0,NA,"2018-03-09 00:31:54",FALSE,NA,971906387457597440,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DancrDave",0,FALSE,FALSE,NA,NA
"2899",208,"Florida Legislature Backs New Gun Restrictions After Parkland School Shooting via Digg https://t.co/Fw68MDxDtp https://t.co/n7mSKQ8TM5",FALSE,0,NA,"2018-03-09 00:31:21",FALSE,NA,971906247887851520,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","IMHUSSAINNN",0,FALSE,FALSE,NA,NA
"2900",209,"Lawmakers are looking to strengthen safety at schools in Virginia, less than a month after a mass shooting at a Flo… https://t.co/gOFRZhOGfW",FALSE,0,NA,"2018-03-09 00:31:05",TRUE,NA,971906180313436160,NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","WFXRnews",0,FALSE,FALSE,NA,NA
"2901",210,"David Hogg's family is turning over any threats to the FBI https://t.co/zWf9MKzN8T",FALSE,0,NA,"2018-03-09 00:30:54",FALSE,NA,971906136625606656,NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NewsRadio710",0,FALSE,FALSE,NA,NA
"2902",211,"The FBI Now Admits It Could’ve Prevented the Florida High School Shooting https://t.co/jJoMD8eyWJ #United States #fbi #florida",FALSE,1,NA,"2018-03-09 00:30:51",FALSE,NA,971906124155969536,NA,"<a href=""https://pipes.cyberguerrilla.org"" rel=""nofollow"">CgAn Raven</a>","CgAn_Doemela",0,FALSE,FALSE,NA,NA
"2903",212,"#news #latest #cnn 911 calls reveal frantic first few minutes of the Florida school shooting The Br… https://t.co/u1qctfmvQs",FALSE,0,NA,"2018-03-09 00:30:43",TRUE,NA,971906089552785408,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","Luke8Walker",0,FALSE,FALSE,NA,NA
"2904",213,"""You need to play dead"": Frantic 911 calls from Florida shooting released - https://t.co/5oQjHHxocq https://t.co/F3B7ycYfX9",FALSE,0,NA,"2018-03-09 00:30:38",FALSE,NA,971906066744299520,NA,"<a href=""https://1newsnet.com"" rel=""nofollow"">1NewsNet</a>","1_newsnet",0,FALSE,FALSE,NA,NA
"2905",214,"HISTORIC rainfall in Houston, and all govt officials for having handled the terrible Florida shooting.",FALSE,0,NA,"2018-03-09 00:30:25",FALSE,NA,971906014856523776,NA,"<a href=""http://socialweather.us"" rel=""nofollow"">SocialWeatherUS Engine</a>","AskTrump",0,FALSE,FALSE,NA,NA
"2906",215,"Florida school shooting suspect withdraws plea https://t.co/nXELQ4y2dg",FALSE,0,NA,"2018-03-09 00:30:19",FALSE,NA,971905987769786368,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gojoe_joe",0,FALSE,FALSE,NA,NA
"2907",216,"Two SWAT members suspended after responding to Florida shooting 'without notification', officials say https://t.co/TY8wL1yv5y #FoxNews",FALSE,0,NA,"2018-03-09 00:30:18",FALSE,NA,971905983772610560,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ImWatchingToo",0,FALSE,FALSE,NA,NA
"2908",217,"As retailers across the nation decide to increase the age to purchase a firearm to 21, regardless of the state they… https://t.co/Swp7t32BAM",FALSE,0,NA,"2018-03-09 00:30:16",TRUE,NA,971905974792544256,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","AegisSecurityPI",0,FALSE,FALSE,NA,NA
"2909",218,"Two Miramar SWAT officers suspended for heading to Parkland massacre https://t.co/OLppQS09Tf",FALSE,0,NA,"2018-03-09 00:30:08",FALSE,NA,971905943305891840,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soylentbeige",0,FALSE,FALSE,NA,NA
"2910",219,"Walmart and Dick's Sporting Goods have been two of the largest retailers to increase restrictions on purchasing gun… https://t.co/lqrPi01WWp",FALSE,0,NA,"2018-03-09 00:30:07",TRUE,NA,971905936745955328,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","connectwithkids",0,FALSE,FALSE,NA,NA
"2911",220,"Two Miramar SWAT officers suspended for heading to Parkland massacre https://t.co/uoYvhRE6uF",FALSE,0,NA,"2018-03-09 00:30:02",FALSE,NA,971905919385653248,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joepalojoe",0,FALSE,FALSE,NA,NA
"2912",221,"Two Florida SWAT officers suspended for responding to Parkland shooting https://t.co/wSAm4rUoWt",FALSE,0,NA,"2018-03-09 00:30:02",FALSE,NA,971905918601433088,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VCSP8",0,FALSE,FALSE,NA,NA
"2913",222,"#Report: SWAT officers from nearby town suspended for Florida school shooting response: https://t.co/WuZbAhlhPs https://t.co/Rc4D8BDmmz",FALSE,1,NA,"2018-03-09 00:30:00",FALSE,NA,971905909722099712,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ABC7News",2,FALSE,FALSE,NA,NA
"2914",223,"#Report: SWAT officers from nearby town suspended for Florida school shooting response: https://t.co/Tn0ILYRSDi https://t.co/4i67xbQ0AJ",FALSE,0,NA,"2018-03-09 00:30:00",FALSE,NA,971905909638205440,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NewsChannel8",0,FALSE,FALSE,NA,NA
"2915",224,"""You need to play dead"": Frantic 911 calls from Florida shooting released: The first 911 call…… https://t.co/V22kzwuqu0",FALSE,0,NA,"2018-03-09 00:29:43",TRUE,NA,971905836355334144,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","_SoundAround_",0,FALSE,FALSE,NA,NA
"2916",225,"On Tuesday, the FBI admitted to allowing Nikolas Cruz to slip through their hands. https://t.co/layWvbyy4H via @AntiMedia",FALSE,4,NA,"2018-03-09 00:29:33",FALSE,NA,971905794705825792,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PMbeers",2,FALSE,FALSE,NA,NA
"2917",226,"Trump to meet with video-game industry to discuss link to violence https://t.co/OCyXCfJRNy guns..it's about gu....n… https://t.co/PmIcATGGag",FALSE,0,NA,"2018-03-09 00:28:49",TRUE,NA,971905611523751936,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CarolineLundSF",0,FALSE,FALSE,NA,NA
"2918",227,"Two SWAT members suspended after responding to Florida shooting 'without notification', officials say https://t.co/9k9jGn8b8Q via @FoxNews",FALSE,0,NA,"2018-03-09 00:28:48",FALSE,NA,971905608730447872,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SCJimSlice",0,FALSE,FALSE,NA,NA
"2919",228,"Two SWAT members suspended after responding to Florida shooting 'without notification', officials say via the… https://t.co/zr6mhVvVs3",FALSE,0,NA,"2018-03-09 00:28:41",TRUE,NA,971905577742995456,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RockitBill",0,FALSE,FALSE,NA,NA
"2920",229,"Bad #PR or an actual threat?  https://t.co/7nIqoV3JD1   #NRA issues threatening video warning journalists 'your time is running out'",FALSE,0,NA,"2018-03-09 00:28:34",FALSE,NA,971905547103424512,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JuliaAngelenPR",0,FALSE,FALSE,NA,NA
"2921",230,"Two Stoneman Douglas shooting survivors take first steps to sue - Sun Sentinel &gt;&gt;&gt; School system + FBI should turn… https://t.co/13ADtXAfP6",FALSE,0,NA,"2018-03-09 00:28:25",TRUE,NA,971905511976308736,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kefactors",0,FALSE,FALSE,NA,NA
